This is a list of identifiers associated with the topmed public 107 data set.													
The original manifest was found here: gs://topmed-irc-share/public/TOPMed.public_samples.manifest.2017.11.30.txt													
													
NWD_ID	HapMap_1000G_ID	SEQ_CTR	Google_URL	S3_URL	Argon_GUID	Calcium_GUID	Helium_GUID	Xenon_GUID	DOS_URI	CRAI_URL	md5sum	Assignment	realigned_md5sum
NWD315403	HG01249	UW	gs://topmed-irc-share/public/NWD315403.recab.cram	s3://cgp-commons-public/topmed_open_access/d688eb64-049c-5c3a-bc51-75e50791be49/NWD315403.recab.cram	ark:/99999/fk4kTDfxyzKwVxD	dg.4503/be07e9bd-f750-4686-9777-57edaad08ffb	061492dd1ffa47d5b95fc1cec73a0ea4		dos://dos.commons.ucsc-cgp.org/be07e9bd-f750-4686-9777-57edaad08ffb?version=2018-05-26T133720.895742Z	cram	3668a7438c86d4f64ce7b3f9cfa8c887	Argon	
NWD315403	HG01249	UW	gs://topmed-irc-share/public/NWD315403.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d688eb64-049c-5c3a-bc51-75e50791be49/NWD315403.recab.cram.crai	ark:/99999/fk4kTDfxyzKwVxD	dg.4503/97f5f248-a332-4644-945e-b14d6d9e6988	e188ebe183fa4e77b72ed6bc46e748a0		dos://dos.commons.ucsc-cgp.org/97f5f248-a332-4644-945e-b14d6d9e6988?version=2018-05-26T134316.488125Z	crai	a2c646a1efc6a29167a101fcb95c2bb9	Argon	
NWD316026	HG01249	WashU	gs://topmed-irc-share/public/NWD316026.recab.cram	s3://cgp-commons-public/topmed_open_access/6f05df48-f3c5-5289-9fdc-d519410c2719/NWD316026.recab.cram	ark:/99999/fk4qFTWB41HR2wV	dg.4503/6eadc064-de2b-4785-aca6-5ecbdd40bcbf	efbb2a3fc5a445a3b318e6d8a7832e0d		dos://dos.commons.ucsc-cgp.org/6eadc064-de2b-4785-aca6-5ecbdd40bcbf?version=2018-05-26T133720.956453Z	cram	fcd6cb108459f972d9b1a511275fe1ee	Argon	
NWD316026	HG01249	WashU	gs://topmed-irc-share/public/NWD316026.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/6f05df48-f3c5-5289-9fdc-d519410c2719/NWD316026.recab.cram.crai	ark:/99999/fk4qFTWB41HR2wV	dg.4503/fc1f15d7-14cd-496f-b6c6-5df31c627d18	b0c1e909841e41679ee51188e4d0b7a2		dos://dos.commons.ucsc-cgp.org/fc1f15d7-14cd-496f-b6c6-5df31c627d18?version=2018-05-26T134316.553076Z	crai	332bd708951e395eca77464f43268230	Argon	
NWD319341	NA19238	Broad	gs://topmed-irc-share/public/NWD319341.recab.cram	s3://cgp-commons-public/topmed_open_access/a4e58dc1-3425-54cf-bbe7-64dc01679da3/NWD319341.recab.cram	ark:/99999/fk4cvIChiDrOoZS	dg.4503/697e2d77-cf0a-4bba-b93a-2115a4fac331	617a015593ff4fe1b8764cad4b8abdf2		dos://dos.commons.ucsc-cgp.org/697e2d77-cf0a-4bba-b93a-2115a4fac331?version=2018-05-26T133721.016451Z	cram	0044399fa0f9356565c8cc0234217338	Argon	
NWD319341	NA19238	Broad	gs://topmed-irc-share/public/NWD319341.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a4e58dc1-3425-54cf-bbe7-64dc01679da3/NWD319341.recab.cram.crai	ark:/99999/fk4cvIChiDrOoZS	dg.4503/ef1e759d-090f-43a1-9ccd-5597c25d06b8	b5990c59cf7c4fbca1bdf97db2aa4c19		dos://dos.commons.ucsc-cgp.org/ef1e759d-090f-43a1-9ccd-5597c25d06b8?version=2018-05-26T134316.617534Z	crai	c5fd2b9973f68840a4d9f155376d009a	Argon	
NWD373853	NA19238	Broad	gs://topmed-irc-share/public/NWD373853.recab.cram	s3://cgp-commons-public/topmed_open_access/8bae307d-9ffd-526c-b098-cd29f251f1ed/NWD373853.recab.cram	ark:/99999/fk4uKCmFHJgeeTq	dg.4503/1b1cd368-c0a3-443f-89b8-702fb5315aed	3dc1cd294b514bb8935eb3c6e9358845		dos://dos.commons.ucsc-cgp.org/1b1cd368-c0a3-443f-89b8-702fb5315aed?version=2018-05-26T133721.079799Z	cram	b7eca49a975e67a990317bd75a2ab790	Argon	
NWD373853	NA19238	Broad	gs://topmed-irc-share/public/NWD373853.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/8bae307d-9ffd-526c-b098-cd29f251f1ed/NWD373853.recab.cram.crai	ark:/99999/fk4uKCmFHJgeeTq	dg.4503/e63687c3-32ae-4353-8c0b-97efcac50837	5bd34efeb23a4679872063443e9f2282		dos://dos.commons.ucsc-cgp.org/e63687c3-32ae-4353-8c0b-97efcac50837?version=2018-05-26T134316.680550Z	crai	0bcc9781c6ed8bf033275be244bcf295	Argon	
NWD422016	NA19238	Broad	gs://topmed-irc-share/public/NWD422016.recab.cram	s3://cgp-commons-public/topmed_open_access/43029e62-c71a-5c41-a84a-da0795a16122/NWD422016.recab.cram	ark:/99999/fk41LeUoFMfpYGUD	dg.4503/20efb98c-6f69-4aa5-9bb2-2853687a9e5c	9396a9552c83487f909ff1156ede7ff9		dos://dos.commons.ucsc-cgp.org/20efb98c-6f69-4aa5-9bb2-2853687a9e5c?version=2018-05-26T133721.144522Z	cram	c50f15182ef3bec7fd6341546f9815ee	Argon	
NWD422016	NA19238	Broad	gs://topmed-irc-share/public/NWD422016.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/43029e62-c71a-5c41-a84a-da0795a16122/NWD422016.recab.cram.crai	ark:/99999/fk41LeUoFMfpYGUD	dg.4503/cb9d9c52-ef52-4f5c-8b89-6263ab9193a3	5bfcf0de6953486e942841329d46817c		dos://dos.commons.ucsc-cgp.org/cb9d9c52-ef52-4f5c-8b89-6263ab9193a3?version=2018-05-26T134316.742458Z	crai	5a7021cf60078d61ead9d6993f3f9f89	Argon	
NWD428511	NA12878	Illumina	gs://topmed-irc-share/public/NWD428511.recab.cram	s3://cgp-commons-public/topmed_open_access/ca226d5f-f124-5058-97fa-44668716dfc1/NWD428511.recab.cram	ark:/99999/fk437O5hSWq4QlA	dg.4503/10734716-f251-405f-869f-15b104394cff	0da1eeb1aef84b1e9959248e2392b00b		dos://dos.commons.ucsc-cgp.org/10734716-f251-405f-869f-15b104394cff?version=2018-05-26T133721.224367Z	cram	54416774e9bf19a76abfb9a1371a6ec9	Argon	
NWD428511	NA12878	Illumina	gs://topmed-irc-share/public/NWD428511.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/ca226d5f-f124-5058-97fa-44668716dfc1/NWD428511.recab.cram.crai	ark:/99999/fk437O5hSWq4QlA	dg.4503/6463ed38-cebf-4082-aa64-a367036709e4	e04b16d41462466b85948507563c0d8b		dos://dos.commons.ucsc-cgp.org/6463ed38-cebf-4082-aa64-a367036709e4?version=2018-05-26T134316.804029Z	crai	9ba6256db455bbfd9a5aef0cddc6ef86	Argon	
NWD433038	NA12878	UW	gs://topmed-irc-share/public/NWD433038.recab.cram	s3://cgp-commons-public/topmed_open_access/619d8595-e9dc-5f73-b76b-0dee62e58276/NWD433038.recab.cram	ark:/99999/fk4Yd7GqftvGoec	dg.4503/e67e7e9b-0b79-4685-a019-6295f7355e4a	1fd34e331b01421481a7d612d9682243		dos://dos.commons.ucsc-cgp.org/e67e7e9b-0b79-4685-a019-6295f7355e4a?version=2018-05-26T133721.285613Z	cram	a31410a6f0403feb34cffaa4ccc9ed4a	Argon	
NWD433038	NA12878	UW	gs://topmed-irc-share/public/NWD433038.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/619d8595-e9dc-5f73-b76b-0dee62e58276/NWD433038.recab.cram.crai	ark:/99999/fk4Yd7GqftvGoec	dg.4503/142040f6-7d6a-40b9-af9e-5c288263686e	5ce0435159cc4e8eb3b9897182f40dd7		dos://dos.commons.ucsc-cgp.org/142040f6-7d6a-40b9-af9e-5c288263686e?version=2018-05-26T134316.866151Z	crai	f8d17754d7612ed78b2ffceca1340ef2	Argon	
NWD434806	NA12878	Baylor	gs://topmed-irc-share/public/NWD434806.recab.cram	s3://cgp-commons-public/topmed_open_access/a37affc9-2138-5d29-bb26-b237d773b843/NWD434806.recab.cram	ark:/99999/fk41MlhyNyWPZ60o	dg.4503/18349f46-e944-462d-b1fd-d25b2ffb0258	1d3636af15f24e5a91fc839752489292		dos://dos.commons.ucsc-cgp.org/18349f46-e944-462d-b1fd-d25b2ffb0258?version=2018-05-26T133721.344777Z	cram	9f646e857d60aeef3180510e391bec32	Argon	
NWD434806	NA12878	Baylor	gs://topmed-irc-share/public/NWD434806.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a37affc9-2138-5d29-bb26-b237d773b843/NWD434806.recab.cram.crai	ark:/99999/fk41MlhyNyWPZ60o	dg.4503/b973edea-0b53-4161-8c24-99ac25a39a2e	031a1fdc1c1a4816bb573b425b5ff040		dos://dos.commons.ucsc-cgp.org/b973edea-0b53-4161-8c24-99ac25a39a2e?version=2018-05-26T134316.928606Z	crai	ae3585109414fc53e610d399d9ecd721	Argon	
NWD444824	NA19238	Baylor	gs://topmed-irc-share/public/NWD444824.recab.cram	s3://cgp-commons-public/topmed_open_access/0a5f13d7-a1f5-55f6-994f-48f252ac61c7/NWD444824.recab.cram	ark:/99999/fk46KsmPEO7knZN	dg.4503/4ca0ea1c-fcbd-4ea5-9798-6ea957ced3a3	e8a6c180fb6c44299d401af191f7dbaa		dos://dos.commons.ucsc-cgp.org/4ca0ea1c-fcbd-4ea5-9798-6ea957ced3a3?version=2018-05-26T133721.405122Z	cram	f16db94ae3c1ec5d87b0636fcb82d6cc	Argon	
NWD444824	NA19238	Baylor	gs://topmed-irc-share/public/NWD444824.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0a5f13d7-a1f5-55f6-994f-48f252ac61c7/NWD444824.recab.cram.crai	ark:/99999/fk46KsmPEO7knZN	dg.4503/17ce8193-0182-4a4c-89a4-9af9e48fac8e	aff422389a544db9a2466d42d3c32e6b		dos://dos.commons.ucsc-cgp.org/17ce8193-0182-4a4c-89a4-9af9e48fac8e?version=2018-05-26T134316.990945Z	crai	21297cc6fdee481321adf0c93701ea1d	Argon	
NWD446684	NA19238	Illumina	gs://topmed-irc-share/public/NWD446684.recab.cram	s3://cgp-commons-public/topmed_open_access/53ae11a8-ef4d-5aa6-9227-f372b422f5a1/NWD446684.recab.cram	ark:/99999/fk4j2MyCLKazfoA	dg.4503/77a90cd8-9e71-4125-9154-076bcc26e589	d97ed61cc23e42e19c153ec015ff960b		dos://dos.commons.ucsc-cgp.org/77a90cd8-9e71-4125-9154-076bcc26e589?version=2018-05-26T133721.466909Z	cram	ba3c3d9bba5994f1dfb73c408915a159	Argon	
NWD446684	NA19238	Illumina	gs://topmed-irc-share/public/NWD446684.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/53ae11a8-ef4d-5aa6-9227-f372b422f5a1/NWD446684.recab.cram.crai	ark:/99999/fk4j2MyCLKazfoA	dg.4503/1aad0eb6-0d89-4fdd-976c-f9aa248fc88c	ec9ce528e112443faba5e49cc4d2b122		dos://dos.commons.ucsc-cgp.org/1aad0eb6-0d89-4fdd-976c-f9aa248fc88c?version=2018-05-26T134317.056861Z	crai	bf140ba9778dd091d533c59d888c4463	Argon	
NWD455342	NA19238	UW	gs://topmed-irc-share/public/NWD455342.recab.cram	s3://cgp-commons-public/topmed_open_access/711e55a4-c3e9-50af-8a85-41829fb84cae/NWD455342.recab.cram	ark:/99999/fk4aKPm7MOLBn79	dg.4503/4d427aa3-5640-4f00-81ae-c33443f84acf	d50d5f50d0c345d1b35204cf32955151		dos://dos.commons.ucsc-cgp.org/4d427aa3-5640-4f00-81ae-c33443f84acf?version=2018-05-26T133721.525626Z	cram	3c7bee51a892e6561359812f62655472	Calcium	4f2eb8ec14e6c4012c43ce4e398679d3
NWD455342	NA19238	UW	gs://topmed-irc-share/public/NWD455342.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/711e55a4-c3e9-50af-8a85-41829fb84cae/NWD455342.recab.cram.crai	ark:/99999/fk4aKPm7MOLBn79	dg.4503/226686cf-22c9-4472-9f79-7a0b0044f253	be7befe10c144c5d912355d1a3cdcc23		dos://dos.commons.ucsc-cgp.org/226686cf-22c9-4472-9f79-7a0b0044f253?version=2018-05-26T134317.122763Z	crai	aebcca76d984f767face11b80adcf2db	Calcium	
NWD463423	HG01249	NYGC	gs://topmed-irc-share/public/NWD463423.recab.cram	s3://cgp-commons-public/topmed_open_access/8f5cf669-b1a9-5f00-a726-18de8fb46fb6/NWD463423.recab.cram	ark:/99999/fk49aOpGmkdFEl1	dg.4503/7e935fce-5d51-4691-9ef0-f74765fecb75	19f7adfaa6c0462795e9fe27a0755542		dos://dos.commons.ucsc-cgp.org/7e935fce-5d51-4691-9ef0-f74765fecb75?version=2018-05-26T133721.585702Z	cram	89744f366e419e0ba44ad7f20aa0a606	Calcium	190777a029b0084e521571b5c1ab52db
NWD463423	HG01249	NYGC	gs://topmed-irc-share/public/NWD463423.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/8f5cf669-b1a9-5f00-a726-18de8fb46fb6/NWD463423.recab.cram.crai	ark:/99999/fk49aOpGmkdFEl1	dg.4503/b7f70d3b-b660-4537-97ba-0b352ea4a5dd	7b67f80f7dfa46da997a9de9dcb8ffcd		dos://dos.commons.ucsc-cgp.org/b7f70d3b-b660-4537-97ba-0b352ea4a5dd?version=2018-05-26T134317.185079Z	crai	cd8326bd93c9f99b1ec922fc6f16670e	Calcium	
NWD465900	NA19238	Broad	gs://topmed-irc-share/public/NWD465900.recab.cram	s3://cgp-commons-public/topmed_open_access/c3524a5a-ac23-5a75-9004-8f19ee3d0100/NWD465900.recab.cram	ark:/99999/fk41H6tzvIwrU4Lu	dg.4503/3333f347-fcd1-4d44-926f-416dc264e699	/bba69ba29fa0460ca8bc4f98fa0c04c9		dos://dos.commons.ucsc-cgp.org/3333f347-fcd1-4d44-926f-416dc264e699?version=2018-05-26T133721.648310Z	cram	0e50a4643166261ed442a90d7fe981c1	Calcium	c309b1b1f27ff2cc3ef26076a8592581
NWD465900	NA19238	Broad	gs://topmed-irc-share/public/NWD465900.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/c3524a5a-ac23-5a75-9004-8f19ee3d0100/NWD465900.recab.cram.crai	ark:/99999/fk41H6tzvIwrU4Lu	dg.4503/f951e449-a2e3-4ead-bd1c-ee2e9d2287c4	a74a3457cc3f499ab542f7b4eadf9af1		dos://dos.commons.ucsc-cgp.org/f951e449-a2e3-4ead-bd1c-ee2e9d2287c4?version=2018-05-26T134317.248806Z	crai	16cef10bcee60df0c92f9576cfb9fc72	Calcium	
NWD470340	NA12878	UW	gs://topmed-irc-share/public/NWD470340.recab.cram	s3://cgp-commons-public/topmed_open_access/9ac0f570-1dd4-5f13-b146-23cfd2d728fa/NWD470340.recab.cram	ark:/99999/fk4jysWmNLNoKzR	dg.4503/2e4478fc-8f5e-454e-a9e4-57eaacfa47a6	8898d6e68116409cae24e406f7b924c6		dos://dos.commons.ucsc-cgp.org/2e4478fc-8f5e-454e-a9e4-57eaacfa47a6?version=2018-05-26T133721.711159Z	cram	5e7d55ce0e71c1e6aaac8ecf5decd00c	Calcium	6398a9ec6f37fe3c33b9a9a7034dfb3a
NWD470340	NA12878	UW	gs://topmed-irc-share/public/NWD470340.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9ac0f570-1dd4-5f13-b146-23cfd2d728fa/NWD470340.recab.cram.crai	ark:/99999/fk4jysWmNLNoKzR	dg.4503/73eb9158-d096-44df-898c-297ee43b093d	fd87e16b113d47e3abe4e4d2d0468a0f		dos://dos.commons.ucsc-cgp.org/73eb9158-d096-44df-898c-297ee43b093d?version=2018-05-26T134317.312346Z	crai	c28362d8200c2fe7667cd3839a4e9e9f	Calcium	
NWD479955	NA12878	Broad	gs://topmed-irc-share/public/NWD479955.recab.cram	s3://cgp-commons-public/topmed_open_access/f8232b19-9e07-534d-ba2e-86cd4a38987c/NWD479955.recab.cram	ark:/99999/fk41QdvZlGS0EjUW	dg.4503/e0de2cbd-d013-4f1d-a2d0-bc34064e8238	80d9a8c6a2874651b6fa2046098e44d7		dos://dos.commons.ucsc-cgp.org/e0de2cbd-d013-4f1d-a2d0-bc34064e8238?version=2018-05-26T133721.772849Z	cram	7be536a65848e0ff1593d4af6e21c084	Calcium	660d85c024a3b990f697b778a4f7bf2a
NWD479955	NA12878	Broad	gs://topmed-irc-share/public/NWD479955.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/f8232b19-9e07-534d-ba2e-86cd4a38987c/NWD479955.recab.cram.crai	ark:/99999/fk41QdvZlGS0EjUW	dg.4503/dd26affb-ff70-4e6a-ba7d-3b5638492e80	a10bff8adadf476da2b9ce8a59f2d50c		dos://dos.commons.ucsc-cgp.org/dd26affb-ff70-4e6a-ba7d-3b5638492e80?version=2018-05-26T134317.378037Z	crai	58c35ed48b19c62ed987763b7168006b	Calcium	
NWD480514	NA19238	Broad	gs://topmed-irc-share/public/NWD480514.recab.cram	s3://cgp-commons-public/topmed_open_access/1111ec7b-675d-5c00-8aa4-7eea28f2b846/NWD480514.recab.cram	ark:/99999/fk41KjKFbkFpJHND	dg.4503/1465f7b2-1586-46ec-a3ec-09c3edd0afc9	1fdf13896811464496c7361029bc77fb		dos://dos.commons.ucsc-cgp.org/1465f7b2-1586-46ec-a3ec-09c3edd0afc9?version=2018-05-26T133721.835904Z	cram	e3e1533f67ea2139796f1cbcd2a6b297	Calcium	dc53d44d8d03c2f77f2e9142ad729f40
NWD480514	NA19238	Broad	gs://topmed-irc-share/public/NWD480514.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/1111ec7b-675d-5c00-8aa4-7eea28f2b846/NWD480514.recab.cram.crai	ark:/99999/fk41KjKFbkFpJHND	dg.4503/b1266976-fd47-4a32-a7f4-d367d545abb2	642f43d8d89d45fc9a37f7e368e2ebda		dos://dos.commons.ucsc-cgp.org/b1266976-fd47-4a32-a7f4-d367d545abb2?version=2018-05-26T134317.443990Z	crai	2f160ab47e55d0e2f51b19264f917a30	Calcium	
NWD490850	NA19238	UW	gs://topmed-irc-share/public/NWD490850.recab.cram	s3://cgp-commons-public/topmed_open_access/e259d394-9382-5cbd-bdf1-5122fad69e54/NWD490850.recab.cram	ark:/99999/fk41GT7PfP1MX1v	dg.4503/d98d4cc9-ab9e-4bbe-8540-66e93cd5061e	d2444f2cf0174814ac5beead38f10928		dos://dos.commons.ucsc-cgp.org/d98d4cc9-ab9e-4bbe-8540-66e93cd5061e?version=2018-05-26T133721.898614Z	cram	24a0c6058a1af43f73b81d93b8f643ee	Calcium	f5ae03ba70b1b681bd16ebed1a027d67
NWD490850	NA19238	UW	gs://topmed-irc-share/public/NWD490850.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e259d394-9382-5cbd-bdf1-5122fad69e54/NWD490850.recab.cram.crai	ark:/99999/fk41GT7PfP1MX1v	dg.4503/19b258a9-9f6e-478b-ad68-3c978bf1da67	b815b804926541f8a96670869fb63bf5		dos://dos.commons.ucsc-cgp.org/19b258a9-9f6e-478b-ad68-3c978bf1da67?version=2018-05-26T134317.508919Z	crai	a1b077032c4c4b71b805c1358761e053	Calcium	
NWD492101	HG01249	Baylor	gs://topmed-irc-share/public/NWD492101.recab.cram	s3://cgp-commons-public/topmed_open_access/e349610e-2214-5df6-a3fe-09928eff4d6a/NWD492101.recab.cram	ark:/99999/fk41HtPEGRmHQMdM	dg.4503/2f909987-1a02-488e-8f72-ea85f3466892	4bdab34625ef40f793800742f9326784		dos://dos.commons.ucsc-cgp.org/2f909987-1a02-488e-8f72-ea85f3466892?version=2018-05-26T133721.959784Z	cram	74ac6feea8126382d0ba2613a06665e5	Calcium	9f55221c3d56fa635dd6a6e26879b4f1
NWD492101	HG01249	Baylor	gs://topmed-irc-share/public/NWD492101.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e349610e-2214-5df6-a3fe-09928eff4d6a/NWD492101.recab.cram.crai	ark:/99999/fk41HtPEGRmHQMdM	dg.4503/f58d45b9-3010-4bed-8785-232c08f0c5be	3d83b715babb41e693824aebd530a891		dos://dos.commons.ucsc-cgp.org/f58d45b9-3010-4bed-8785-232c08f0c5be?version=2018-05-26T134317.572418Z	crai	607ecc8ccbf85e966aa7114111f24e27	Calcium	
NWD495157	HG01111	Broad	gs://topmed-irc-share/public/NWD495157.recab.cram	s3://cgp-commons-public/topmed_open_access/7cb8741a-4601-5449-ad8f-fb542c72c42d/NWD495157.recab.cram	ark:/99999/fk43x1MXQYFBcGl	dg.4503/edc37b4e-e1e3-4e7e-aa24-58069947856d	6424223c662c403fb7b74e37605a8540		dos://dos.commons.ucsc-cgp.org/edc37b4e-e1e3-4e7e-aa24-58069947856d?version=2018-05-26T133722.019885Z	cram	ae7edf5464fc21a10ae96fed389fc12d	Calcium	e266e81ab2b43b5f4bc999cccb4b56aa
NWD495157	HG01111	Broad	gs://topmed-irc-share/public/NWD495157.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/7cb8741a-4601-5449-ad8f-fb542c72c42d/NWD495157.recab.cram.crai	ark:/99999/fk43x1MXQYFBcGl	dg.4503/77bb291f-ea41-40a5-98c0-e94da7defa96	9214e8302f724774ae2059fd800bdc23		dos://dos.commons.ucsc-cgp.org/77bb291f-ea41-40a5-98c0-e94da7defa96?version=2018-05-26T134317.633575Z	crai	26cad1d5998d38f18f3c8fdf683d81f7	Calcium	
NWD496530	NA12878	Broad	gs://topmed-irc-share/public/NWD496530.recab.cram	s3://cgp-commons-public/topmed_open_access/5c16f6ef-62fe-55c0-b680-f24fadf1edd1/NWD496530.recab.cram	ark:/99999/fk4UvQxVj7uZqHA	dg.4503/4360a983-39a9-4561-bccb-b832762155f1	98daca82909f4f93a8d3fbc4556be912		dos://dos.commons.ucsc-cgp.org/4360a983-39a9-4561-bccb-b832762155f1?version=2018-05-26T133722.080589Z	cram	2dc0ef2ee0bbd14610c603cd96a078b1	Calcium	dc9a2f3a61c41e3d7f05810251737d30
NWD496530	NA12878	Broad	gs://topmed-irc-share/public/NWD496530.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5c16f6ef-62fe-55c0-b680-f24fadf1edd1/NWD496530.recab.cram.crai	ark:/99999/fk4UvQxVj7uZqHA	dg.4503/caef27e9-89f7-4f78-b60a-16f3e9578a31	69c4477f22ad4e5ea851e0a4be1acabd		dos://dos.commons.ucsc-cgp.org/caef27e9-89f7-4f78-b60a-16f3e9578a31?version=2018-05-26T134317.695928Z	crai	5ec16daf37e7b43833062297e8b9d176	Calcium	
NWD502718	NA19238	NYGC	gs://topmed-irc-share/public/NWD502718.recab.cram	s3://cgp-commons-public/topmed_open_access/569e282f-3e8c-5dc0-b49e-a6bf72a17e1d/NWD502718.recab.cram	ark:/99999/fk4TUh4k11OQDsm	dg.4503/c05d664a-8e89-48fc-8ddc-b075ec903dd7	223a24a19cb845de8f643fe14da73557		dos://dos.commons.ucsc-cgp.org/c05d664a-8e89-48fc-8ddc-b075ec903dd7?version=2018-05-26T133722.149737Z	cram	e615d449d2e4d931e2095a2a207fb88b	Calcium	2e893b1b2af1a21de8bdacfebf672957
NWD502718	NA19238	NYGC	gs://topmed-irc-share/public/NWD502718.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/569e282f-3e8c-5dc0-b49e-a6bf72a17e1d/NWD502718.recab.cram.crai	ark:/99999/fk4TUh4k11OQDsm	dg.4503/f53c3972-445a-4adc-a559-1576bc24abb6	d57eccc6a4d1465a88f5522da7a3a92b		dos://dos.commons.ucsc-cgp.org/f53c3972-445a-4adc-a559-1576bc24abb6?version=2018-05-26T134317.757618Z	crai	82870b42c81889fa063df3a7504ef1bd	Calcium	
NWD512755	NA12878	NYGC	gs://topmed-irc-share/public/NWD512755.recab.cram	s3://cgp-commons-public/topmed_open_access/51bfca7e-4180-51b7-aafc-a13c730723a6/NWD512755.recab.cram	ark:/99999/fk41AX41v2b7EugF	dg.4503/d204065f-4a7f-4c02-bad8-5ee149f2f468	0ebf2640838542879a69debe0472f43f		dos://dos.commons.ucsc-cgp.org/d204065f-4a7f-4c02-bad8-5ee149f2f468?version=2018-05-26T133722.208590Z	cram	ca265a56639f47725c74c830149fc78b	Calcium	2e8271529558a37e80562558f5aafe7b
NWD512755	NA12878	NYGC	gs://topmed-irc-share/public/NWD512755.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/51bfca7e-4180-51b7-aafc-a13c730723a6/NWD512755.recab.cram.crai	ark:/99999/fk41AX41v2b7EugF	dg.4503/f0e622f9-c8b0-4759-a4c3-3a83491bf76e	3cab337d081a4de5991c12562ade6de3		dos://dos.commons.ucsc-cgp.org/f0e622f9-c8b0-4759-a4c3-3a83491bf76e?version=2018-05-26T134317.819978Z	crai	b4dcd01b0e1fedd8be419825908581c2	Calcium	
NWD518110	NA19238	UW	gs://topmed-irc-share/public/NWD518110.recab.cram	s3://cgp-commons-public/topmed_open_access/d77f88ac-e7c1-5ab5-b598-c83468a84605/NWD518110.recab.cram	ark:/99999/fk4XfzsHqxZX77z	dg.4503/1eb90382-09cd-4b98-8771-7fb85b944598	cbdccac22b7b4b3cbd09ad5621188246		dos://dos.commons.ucsc-cgp.org/1eb90382-09cd-4b98-8771-7fb85b944598?version=2018-05-26T133722.269802Z	cram	2c82bf427703624ffcdb7a25c1f5fa01	Calcium	319081ad69694e38b02c79b31655ce3b
NWD518110	NA19238	UW	gs://topmed-irc-share/public/NWD518110.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d77f88ac-e7c1-5ab5-b598-c83468a84605/NWD518110.recab.cram.crai	ark:/99999/fk4XfzsHqxZX77z	dg.4503/e9244439-3dde-4793-97b9-0dddba51b8f6	e2eb5cdf994940f0b48c609953fed992		dos://dos.commons.ucsc-cgp.org/e9244439-3dde-4793-97b9-0dddba51b8f6?version=2018-05-26T134317.886431Z	crai	81fa87e1b0b0f2c120fc43558ba1d15b	Calcium	
NWD524030	NA19238	Baylor	gs://topmed-irc-share/public/NWD524030.recab.cram	s3://cgp-commons-public/topmed_open_access/0f0ab08f-9c18-57a1-808c-f48945685982/NWD524030.recab.cram	ark:/99999/fk4praNloJ8Vm1g	dg.4503/5496803e-ea7c-4188-ad50-d6a09f16d564	d4103eaef8584ec69be6d3c985d6f6aa		dos://dos.commons.ucsc-cgp.org/5496803e-ea7c-4188-ad50-d6a09f16d564?version=2018-05-26T133722.331027Z	cram	1cacc95ca5d0f928d57aaac59c3a87e7	Calcium	13c8b12f6fc101f4130f4123386e6f0e
NWD524030	NA19238	Baylor	gs://topmed-irc-share/public/NWD524030.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0f0ab08f-9c18-57a1-808c-f48945685982/NWD524030.recab.cram.crai	ark:/99999/fk4praNloJ8Vm1g	dg.4503/827949f6-e830-4b15-90bd-7587fc4f538c	30247b0bfb7f47c6bc142e9877680537		dos://dos.commons.ucsc-cgp.org/827949f6-e830-4b15-90bd-7587fc4f538c?version=2018-05-26T134317.951950Z	crai	b74545c51c04c11ee035622eaf98a4e5	Calcium	
NWD535753	NA12878	Broad	gs://topmed-irc-share/public/NWD535753.recab.cram	s3://cgp-commons-public/topmed_open_access/535cc096-1933-5ce9-8ab7-92e8f7d01069/NWD535753.recab.cram	ark:/99999/fk4GDV9AJ20t2lM	dg.4503/f27efc60-113a-40fc-bf69-43291b7bfa1a	b3159b6cdbdf41ca91f97a7a2b05beca		dos://dos.commons.ucsc-cgp.org/f27efc60-113a-40fc-bf69-43291b7bfa1a?version=2018-05-26T133722.394759Z	cram	d63b713b54ce42d9f0a765b88517ae3a	Calcium	e0068737cb4778692174d27304499e42
